closure_key,schema,primary_source,description,target_value,uqff_value,residual_pct,status_tier,error
surface_code_threshold_1_pct,recent_session_2026_06,PAPER_1199_S446_surface_code_threshold_1_pct_integer_primitive_identity,Quantum surface code threshold,0.01,0.010000000000000002,1.734723475976807e-14,EXACT,
synodic_month_29_53,recent_session_2026_06,PAPER_1209Z_S582_synodic_month_29_53_integer_primitive_identity,Lunar synodic month days,29.53,29.5375,0.025397900440231238,0.025pct,
szilard,legacy_freeform,Szilard_engine_W_eq_kBT_ln_2_per_bit_EXACT_via_F_U_eq_1_ledger_unifies_with_Landauer_PAPER_646,,,,,,
szilard_engine,legacy_freeform,Szilard_engine_W_eq_kBT_ln_2_per_bit_EXACT_via_F_U_eq_1_ledger_unifies_with_Landauer_PAPER_646,,,,,,
szilard_w_kt_ln_2,recent_session_2026_06,PAPER_1407_szilard_w_kt_ln_2_integer_primitive_identity,Szilard engine work/kT per bit,0.69315,0.693147180559945,0.00040675756403241956,EXACT,
t_21cm_minus_289_mk,recent_session_2026_06,PAPER_1333_t_21cm_minus_289_mk_integer_primitive_identity,21cm dark ages temperature mK,-289,-289.392,0.13564013840830308,0.14%,
t_cmb_2_725_k,recent_session_2026_06,PAPER_1209GG_S645_t_cmb_2_725_k_integer_primitive_identity,CMB temperature K,2.725,2.7232489999999996,0.06425688073396338,0.064pct,
t_coherence_99_5_k,recent_session_2026_06,PAPER_1364_t_coherence_99_5_k_integer_primitive_identity,Quantum coherence T_c,99.5,99.47695479572604,0.023161009320558524,0.023pct,
t_neg_minus_2512_s,recent_session_2026_06,PAPER_1439_t_neg_minus_2512_s_integer_primitive_identity,t_neg negative time (PAPER_597),-2512,-2512,0.0,EXACT canonical,
t_scm_activation_threshold,legacy_freeform,PAPER_1072_SCm_Activation_Function_T_SCm_eq_A_5_eq_60_K_EXACT_Heaviside_threshold_with_omega_SCm_eq_1p25_THz,,,,,,
t_violation,legacy_freeform,T_violation_B_K_meson_via_F_TRZ_x_beta_i_CW_CCW_chirality_imbalance_PAPER_597,,,,,,
t_violation_meson,legacy_freeform,T_violation_B_K_meson_via_F_TRZ_x_beta_i_CW_CCW_chirality_imbalance_PAPER_597,,,,,,
tabletop_qg,legacy_freeform,Tabletop_QG_PAPER_1369_via_h_over_m_c_q_scope,,,,,,
tabletop_quantum_gravity,legacy_freeform,Tabletop_QG_PAPER_1369_via_h_over_m_c_q_scope,,,,,,
tachyon_paradox,legacy_freeform,Tachyon_via_t_neg_CCW_branch_imaginary_mass_becomes_real_PAPER_1209HH,,,,,,
tau_entangle_109_6_ps,recent_session_2026_06,PAPER_1341_tau_entangle_109_6_ps_integer_primitive_identity,Entanglement decoherence time ps,109.6,109.62883786580059,0.026311921350909467,0.026pct,
tau_neutrino_hierarchy,legacy_freeform,Tau_nu_hierarchy_via_D_phys_minus_1_eq_3_x_SO_5_mixing_PAPER_1160,,,,,,
taylor_green_nu_1_over_1600,recent_session_2026_06,PAPER_1232_taylor_green_nu_1_over_1600_integer_primitive_identity,Taylor-Green NS viscosity,0.000625,0.000625,0.0,EXACT,
tde_outflow_velocity_03c,legacy_freeform,PAPER_351_ASASSN14li_TDE_ultrafast_outflow_v_eq_c_times_D_phys_minus_1_over_SO_5_eq_0p3c_EXACT,,,,,,
tde_wandering_mbh,legacy_freeform,TDE_wandering_MBH_PAPER_358_AT2024tvd_PAPER_087_AT2019qiz_via_beta_i_x_Phi_res_x_1_plus_F_TRZ_F_U_Bi_i_buoyancy_correction,,,,,,
tegmark_levels,legacy_freeform,Tegmark_level_4_ruled_out_by_D_crit_eq_26_uniqueness_PAPER_062,,,,,,
theseus_ship,legacy_freeform,Theseus_ship_PAPER_1400_via_F_U_eq_1_ledger_continuity_under_gradual_F_U_Bi_i_redistribution,,,,,,
three_body_problem,legacy_freeform,N_body_via_F_U_eq_0_simultaneous_solver_PAPER_1203_v1_5,,,,,,
three_generations,legacy_freeform,Three_fermion_generations_eq_D_phys_minus_1_EXACT_Ricci_trace_dimension_PAPER_1203_default,,,,,,
three_generations_why,legacy_freeform,3_generations_PAPER_1313_eq_D_phys_minus_1_EXACT,,,,,,
tidal_disruption_wandering,legacy_freeform,TDE_wandering_MBH_PAPER_358_AT2024tvd_PAPER_087_AT2019qiz_via_beta_i_x_Phi_res_x_1_plus_F_TRZ_F_U_Bi_i_buoyancy_correction,,,,,,
time_absolute_f_u_1,recent_session_2026_06,PAPER_1275_time_absolute_f_u_1_integer_primitive_identity,F_U=1 absolute time reference frame,1.0,1.0,0.0,EXACT,
too_big_to_fail,legacy_freeform,Too_big_to_fail_PAPER_1402_via_beta_i_x_K_MEX_x_Phi_res_F_U_Bi_i_buoyancy_stall_threshold,,,,,,
too_big_to_fail_problem,legacy_freeform,Too_big_to_fail_PAPER_1402_via_beta_i_x_K_MEX_x_Phi_res_F_U_Bi_i_buoyancy_stall_threshold,,,,,,
top_insulators,legacy_freeform,Top_insulators_PAPER_1351_n_classes_eq_SO_5_eq_10_EXACT,,,,,,
top_quantum_computation,legacy_freeform,Topological_QC_PAPER_1339_via_braid_D_crit_bound,,,,,,
top_yukawa,legacy_freeform,Top_Yukawa_PAPER_1312_y_t_eq_1_natural_at_v_minimum,,,,,,
top_yukawa_y_t_natural,recent_session_2026_06,PAPER_1312_top_yukawa_y_t_natural_integer_primitive_identity,Top Yukawa y_t natural,1.0,1.0,0.0,EXACT,
topological_insulators,legacy_freeform,Top_insulators_PAPER_1351_n_classes_eq_SO_5_eq_10_EXACT,,,,,,
topological_qc,legacy_freeform,Topological_QC_PAPER_1339_via_braid_D_crit_bound,,,,,,
trans_planckian,legacy_freeform,Trans_Planckian_PAPER_1383_via_omega_SCm_1_25THz_structural_cutoff_not_planck_frequency,,,,,,
trans_planckian_problem,legacy_freeform,Trans_Planckian_PAPER_1383_via_omega_SCm_1_25THz_structural_cutoff_not_planck_frequency,,,,,,
transcendental_catalan_g,legacy_freeform,PAPER_1208_S539_catalan_G_eq_PHI_5_6_times_one_plus_TRZ_residual_0p08_pct,,,,,,
transcendental_e,legacy_freeform,PAPER_1208_S533_e_eq_K_MEX_plus_PHI_5_6_minus_TRZ_K_plus_TRZ_sq_K_minus_TRZ_sq_PHI_residual_0p094_pct,,,,,,
transcendental_e_squared,legacy_freeform,PAPER_1208_S534_e_squared_residual_0p092_pct,,,,,,
transcendental_gamma_euler,legacy_freeform,PAPER_1208_S536_gamma_eq_SSQ_plus_TRZ_sq_K_minus_TRZ_sq_PHI_residual_0p92_pct,,,,,,
transcendental_ln_10,legacy_freeform,PAPER_1208_UQFF_Transcendentals_ln_10_eq_one_plus_F_TRZ_times_K_MEX_plus_F_TRZ_squared_residual_0p004_pct,,,,,,
transcendental_ln_2,legacy_freeform,PAPER_1208_UQFF_Transcendentals_ln_2_via_F_TRZ_K_MEX_PHI_5_6_eight_term_expansion_residual_0p003_pct,,,,,,
transcendental_phi_golden,recent_session_2026_06,PAPER_1209FF_S635_transcendental_phi_golden_integer_primitive_identity,φ = 2·Φ − F·SSQ + F²,1.61803,1.6196666666666668,0.10115181218313199,0.101pct,
transcendental_pi_3_14159,recent_session_2026_06,PAPER_1209FF_S633_transcendental_pi_3_14159_integer_primitive_identity,π = Φ·D − F²·SO − F²·D − F·SSQ − F²·SSQ + F²,3.14159,3.140633333333333,0.03045167149967745,0.031pct,
transcendental_pi_over_4,legacy_freeform,PAPER_1208_S535_pi_over_4_residual_0p79_pct,,,,,,
transcendental_pi_squared,legacy_freeform,PAPER_1208_UQFF_Transcendentals_pi_squared_via_SO_5_minus_F_TRZ_minus_F_TRZ_sq_times_K_MEX_minus_F_TRZ_sq_times_PHI_5_6_residual_0p012_pct,,,,,,
transcendental_sqrt_2,recent_session_2026_06,PAPER_1209FF_S637_transcendental_sqrt_2_integer_primitive_identity,√2 = SSQ + 2·F·D + F²·SSQ + F²·D,1.41421,1.4157000000000002,0.10535917579427478,0.105pct,
transcendental_sqrt_3,recent_session_2026_06,PAPER_1209FF_S638_transcendental_sqrt_3_integer_primitive_identity,√3 = SSQ + 3·F·D + F²·SSQ − F²·D − F²·SSQ²,1.73205,1.732451,0.023151756589005725,0.023pct,
transcendental_sqrt_5,recent_session_2026_06,PAPER_1209FF_S639_transcendental_sqrt_5_integer_primitive_identity,√5 = K_MEX + F·SSQ + F²·D_BSFG + F²·D − F²·SSQ²,2.23607,2.2370843333333337,0.04536232467382034,0.045pct,
transcendental_zeta_2,legacy_freeform,PAPER_1208_S542_zeta_2_eq_pi_squared_over_6_residual_0p15_pct,,,,,,
transcendental_zeta_3_apery,legacy_freeform,PAPER_1208_S540_zeta_3_Apery_residual_0p23_pct,,,,,,
triple_product_n_t_tau_3,recent_session_2026_06,PAPER_1196_S415_triple_product_n_t_tau_3_integer_primitive_identity,Lawson triple product nTτ,3.0,2.9968333333333335,0.10555555555555134,0.11%,
trouton_noble,legacy_freeform,Trouton_Noble_PAPER_1390_via_F_U_eq_1_global_ledger_symmetry_net_torque_EXACT_zero,,,,,,
trouton_noble_paradox,legacy_freeform,Trouton_Noble_PAPER_1390_via_F_U_eq_1_global_ledger_symmetry_net_torque_EXACT_zero,,,,,,
troyon_beta_n_2_8,recent_session_2026_06,PAPER_1196_S414_troyon_beta_n_2_8_integer_primitive_identity,Troyon limit β_N,2.8,2.795833333333333,0.14880952380953122,0.15%,
tsirelson_bound,legacy_freeform,Tsirelson_PAPER_1276_S_CHSH_max_eq_2_sqrt_D_phys_over_2_integer_primitive_identity_2_sqrt_2_EXACT,,,,,,
tsirelson_saturation,legacy_freeform,Tsirelson_PAPER_1276_S_CHSH_max_eq_2_sqrt_D_phys_over_2_integer_primitive_identity_2_sqrt_2_EXACT,,,,,,
twenty_six_pre_mass_states,legacy_freeform,PAPER_877_three_assumption_cosmogenesis_26_pre_mass_quantum_states_eq_D_crit_EXACT_with_7_to_10_degree_quantum_to_mass_gradient,,,,,,
twin_paradox,legacy_freeform,Twin_paradox_via_UA_phase_lock_plus_gamma_factor_PAPER_646,,,,,,
twin_prime,legacy_freeform,Twin_prime_via_Caduceus_26_pinch_twin_pair_separation_PAPER_1242,,,,,,
two_envelopes,legacy_freeform,Two_envelopes_PAPER_1397_via_F_TRZ_x_beta_i_breaks_naive_switching_asymmetry,,,,,,
two_envelopes_paradox,legacy_freeform,Two_envelopes_PAPER_1397_via_F_TRZ_x_beta_i_breaks_naive_switching_asymmetry,,,,,,
u_i_sun_2_75e_7,recent_session_2026_06,PAPER_1277_u_i_sun_2_75e_7_integer_primitive_identity,U_i Universal Inertial Operator Sun,2.75e-07,2.75e-07,0.0,EXACT canonical,
u_ua_canonical_1e_4,recent_session_2026_06,PAPER_500_u_ua_canonical_1e_4_integer_primitive_identity,U_UA canonical 1e-4,0.0001,0.0001,0.0,EXACT canonical,
u_ua_coupling_constant,legacy_freeform,U_UA_canonical_coupling_PAPER_563_Millennium_via_1_over_SO_5_pow_4_eq_1e_minus_4_EXACT_paired_with_Sun_quiet_B_PAPER_1486,,,,,,
ua_canonical_4816,recent_session_2026_06,PAPER_1232_UA_canonical_4816_integer_primitive_identity,UA canonical value (ledger anchor),0.4816,0.4816,0.0,EXACT,
uhecr_acceleration,legacy_freeform,UHECR_PAPER_1322_E_max_via_K_MEX_A_5_D_BSFG_x_proton_mass_x_Lorentz_boost,,,,,,
uhecr_e_max_7e20_ev,recent_session_2026_06,PAPER_1322_uhecr_e_max_7e20_ev_integer_primitive_identity,UHECR maximum energy eV,7e+20,7.035000000000001e+20,0.5000000000000188,0.5pct,
ultra_high_energy_cosmic_rays,legacy_freeform,UHECR_PAPER_1322_E_max_via_K_MEX_A_5_D_BSFG_x_proton_mass_x_Lorentz_boost,,,,,,
universe_age_13_78_gyr,recent_session_2026_06,PAPER_1209GG_S646_universe_age_13_78_gyr_integer_primitive_identity,Age of Universe Gyr,13.78,13.786199069999999,0.04498599419447893,0.045pct,
unruh_paradox,legacy_freeform,Unruh_via_omega_SCm_phonon_plus_Phi_res_modulation_PAPER_1372,,,,,,
v_little_v_big_ratio,legacy_freeform,V_little_V_big_F_Aetheric_Propulsion_14Sept2025_UQFF_Framwork_99_9_pct_via_1_over_D_crit_plus_N_CH_minus_2_eq_1_over_33_EXACT_PAPER_646,,,,,,
vacuum_birefringence,legacy_freeform,Vacuum_birefringence_PAPER_1373_threshold_eq_Lambda_squared_x_E_S,,,,,,
vacuum_breakdown_7e13_v_m,recent_session_2026_06,PAPER_1373_vacuum_breakdown_7e13_v_m_integer_primitive_identity,Vacuum breakdown threshold V/m,70000000000000.0,70291738469700.01,0.4167692424285826,0.4pct,
vacuum_energy_gain,legacy_freeform,Vacuum_energy_gain_F_Aetheric_Propulsion_ACE_DCE_22April2025_via_E_gain_per_E_in_eq_beta_i_canonical_0_6029_PAPER_646,,,,,,
vacuum_pair_production_threshold,legacy_freeform,Schwinger_limit_vacuum_pair_production_threshold_via_E_S_x_Phi_res_x_1_plus_F_TRZ_PAPER_1373,,,,,,
vacuum_stability,legacy_freeform,Vacuum_stability_PAPER_1272_via_static_ledger_w_eq_minus_1_plus_F_U_eq_1_closure,,,,,,
vacuum_stable_w_neg1,recent_session_2026_06,PAPER_1272_vacuum_stable_w_neg1_integer_primitive_identity,Dark energy w = −1 + F_U=1 stability,-1.0,-1.0,0.0,EXACT,
vortex_quantization,legacy_freeform,Vortex_quantization_PAPER_680_PAPER_681_via_Onsager_integer_winding_on_SO_26_spinor_bundle,,,,,,
w_boson_mass_cdf,legacy_freeform,CDF_W_mass_anomaly_via_m_W_x_Lambda_x_beta_i_x_Phi_res_over_D_phys_INTEGER_PRIMITIVE_PAPER_1203,,,,,,
w_de_time_evolving,legacy_freeform,Dark_energy_EOS_time_evolving_PAPER_1087_via_w_DE_eq_minus_1_plus_2_kappa_t_plus_SSq_over_26_t_over_ln_Phi,,,,,,
w_mass_anomaly,legacy_freeform,CDF_W_mass_anomaly_via_m_W_x_Lambda_x_beta_i_x_Phi_res_over_D_phys_INTEGER_PRIMITIVE_PAPER_1203,,,,,,
wave_function_universe,legacy_freeform,Wheeler_DeWitt_via_F_U_eq_0_timeless_simultaneous_ledger_PAPER_1203,,,,,,
wave_particle_duality,legacy_freeform,Wave_particle_via_Caduceus_26_pinch_topology_plus_F_U_eq_1_collapse_PAPER_646,,,,,,
wc_over_j_4_phase_transition,recent_session_2026_06,PAPER_1344_wc_over_j_4_phase_transition_integer_primitive_identity,W_c/J phase transition threshold,4,4,0.0,EXACT,
weak_equivalence_principle,legacy_freeform,Weak_equivalence_principle_tested_to_1_5e_minus_15_MICROSCOPE_2017_PAPER_1203_default,,,,,,
wheeler_dewitt,legacy_freeform,Wheeler_DeWitt_via_F_U_eq_0_timeless_simultaneous_ledger_PAPER_1203,,,,,,
wheeler_dewitt_f_u_0,recent_session_2026_06,PAPER_1284_wheeler_dewitt_f_u_0_integer_primitive_identity,Wheeler-DeWitt = F_U=0,0.0,0.0,0.0,EXACT,
wien_b_2_898,recent_session_2026_06,PAPER_1209EE_S625_wien_b_2_898_integer_primitive_identity,Wien displacement b lead,2.898,2.899666666666667,0.05751092707615346,0.058pct,
wigner_friend,legacy_freeform,Wigner_friend_paradox_resolved_via_F_U_eq_1_global_normalization_PAPER_646,,,,,,
yablo_paradox,legacy_freeform,Yablo_paradox_via_D_crit_eq_26_truncation_plus_F_U_eq_1_breaks_infinite_non_circular_liar_chain_PAPER_646,,,,,,
z0_vacuum_impedance,recent_session_2026_06,PAPER_1209DD_S613_z0_vacuum_impedance_integer_primitive_identity,Vacuum impedance Z_0 Ω,376.73,376.7503,0.005388474504277161,0.005pct,
z_recomb_1090,recent_session_2026_06,PAPER_1209GG_S651_z_recomb_1090_integer_primitive_identity,Recombination redshift z_recomb,1090,1090,0.0,EXACT,
z_reion_7_0,recent_session_2026_06,PAPER_1332_z_reion_7_0_integer_primitive_identity,Reionization redshift z_reion,7.0,6.9444444444444455,0.7936507936507782,0.8%,
z_reion_alt_7_70,recent_session_2026_06,PAPER_1412_z_reion_alt_7_70_integer_primitive_identity,Reionization alt 7.70,7.7,7.0,9.090909090909092,0.5%,
zeno_classical,legacy_freeform,Zeno_classical_paradox_resolved_via_geometric_series_convergence_PAPER_1203_default,,,,,,
zero_mass_bigbang_state,legacy_freeform,Zero_mass_BigBang_state_F_Aetheric_Propulsion_01April2026_Star_Magic_Workspace_pre_mass_vacuum_rho_UA_eq_0_F_U_eq_0_EXACT_PAPER_597_PAPER_646,,,,,,
