observable,domain,owner_geometry,target_geometry,owner_formula,owner_value,target,primary_source,primitives_used,route_status,route_formula,route_paper
Clifford_qualia_states,SM,d26,qcalcgeom,8192 = 2^13 = SO(26) Clifford bundle qualia states,8192,8192,PAPER_1666,,XGEO_ROUTED_IDENTITY,"RECOVERED: 8192 = 2^13 = 2^(D_crit/2) SO(26) Clifford-bundle qualia states EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1666;PAPER_1666;PAPER_1229;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
Clifford_qualia_states,SM,d26,bsfg,8192 = 2^13 = SO(26) Clifford bundle qualia states,8192,8192,PAPER_1666,,XGEO_ROUTED_IDENTITY,RECOVERED: 8192 = 2^13 = 2^(D_crit/2) SO(26) Clifford-bundle qualia states EXACT || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form; also |SO(D-1)| at D=6 per PAPER_1160]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522,PAPER_1666;PAPER_1666;PAPER_1229;PAPER_1962;R320;PAPER_1160;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
Clifford_qualia_states,SM,d26,dpm,8192 = 2^13 = SO(26) Clifford bundle qualia states,8192,8192,PAPER_1666,,XGEO_ROUTED_IDENTITY,"RECOVERED: 8192 = 2^13 = 2^(D_crit/2) SO(26) Clifford-bundle qualia states EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1666;PAPER_1666;PAPER_1229;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_BH_shadow_r_M,GR,bsfg,qcalcgeom,BH shadow radius r/M = 3*sqrt(3),5.198999999999999,5.1962,PAPER_1149,,XGEO_ROUTED_IDENTITY,"BH shadow radius r/M = 3*sqrt(3) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_BH_shadow_r_M,GR,bsfg,dpm,BH shadow radius r/M = 3*sqrt(3),5.198999999999999,5.1962,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session459_gr_bh_shadow.py]: val = SO5 - D_phys - F_TRZ - F_TRZ*N_ch + F_TRZ*K_Mex - F_TRZ**2*Phi_res - F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session459_gr_bh_shadow.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_BH_shadow_r_M,GR,bsfg,d26,BH shadow radius r/M = 3*sqrt(3),5.198999999999999,5.1962,PAPER_1149,,XGEO_ROUTED_IDENTITY,"BH shadow radius r/M = 3*sqrt(3) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_frame_drag,GR,bsfg,qcalcgeom,Lense-Thirring arcsec/yr,0.039166666666666676,0.0392,PAPER_1149,,XGEO_ROUTED_IDENTITY,"Lense-Thirring arcsec/yr || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_frame_drag,GR,bsfg,dpm,Lense-Thirring arcsec/yr,0.039166666666666676,0.0392,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session457_gr_gpb_frame_drag.py]: val = F_TRZ**2*K_Mex + F_TRZ**2 + F_TRZ**2*Phi_res || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session457_gr_gpb_frame_drag.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_frame_drag,GR,bsfg,d26,Lense-Thirring arcsec/yr,0.039166666666666676,0.0392,PAPER_1149,,XGEO_ROUTED_IDENTITY,"Lense-Thirring arcsec/yr || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_geodetic,GR,bsfg,qcalcgeom,GPB geodetic arcsec/yr,6.6001666666666665,6.6028,PAPER_1149,,XGEO_ROUTED_IDENTITY,"GPB geodetic arcsec/yr || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_geodetic,GR,bsfg,dpm,GPB geodetic arcsec/yr,6.6001666666666665,6.6028,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session456_gr_gpb_geodetic.py]: val = D_BSFG + SSq + F_TRZ - F_TRZ*Phi_res + F_TRZ**2*K_Mex - F_TRZ**2*Phi_res + F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session456_gr_gpb_geodetic.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_GPB_geodetic,GR,bsfg,d26,GPB geodetic arcsec/yr,6.6001666666666665,6.6028,PAPER_1149,,XGEO_ROUTED_IDENTITY,"GPB geodetic arcsec/yr || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_Hulse_Taylor_ratio,GR,bsfg,qcalcgeom,PSR B1913+16 obs/GR orbital decay,0.9964999999999998,0.997,PAPER_1149,,XGEO_ROUTED_IDENTITY,"PSR B1913+16 obs/GR orbital decay || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Hulse_Taylor_ratio,GR,bsfg,dpm,PSR B1913+16 obs/GR orbital decay,0.9964999999999998,0.997,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session458_gr_hulse_taylor.py]: val = Phi_res + F_TRZ + F_TRZ*Phi_res - F_TRZ**2*K_Mex + F_TRZ**2 - F_TRZ**2*Phi_res - F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session458_gr_hulse_taylor.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Hulse_Taylor_ratio,GR,bsfg,d26,PSR B1913+16 obs/GR orbital decay,0.9964999999999998,0.997,PAPER_1149,,XGEO_ROUTED_IDENTITY,"PSR B1913+16 obs/GR orbital decay || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_Kerr_ISCO_extremal,GR,bsfg,qcalcgeom,Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT,1.0,1.0,PAPER_1149,SO_5;F_TRZ,XGEO_ROUTED_IDENTITY,"Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Kerr_ISCO_extremal,GR,bsfg,dpm,Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT,1.0,1.0,PAPER_1149,SO_5;F_TRZ,XGEO_ROUTED_IDENTITY,"Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
GR_Kerr_ISCO_extremal,GR,bsfg,d26,Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT,1.0,1.0,PAPER_1149,SO_5;F_TRZ,XGEO_ROUTED_IDENTITY,"Kerr extremal ISCO r/M = F_TRZ*SO_5 = 1 EXACT || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_Mercury_perihelion,GR,bsfg,qcalcgeom,Mercury arcsec/century,42.99416666666667,43.0,PAPER_1149,,XGEO_ROUTED_IDENTITY,"Mercury arcsec/century || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Mercury_perihelion,GR,bsfg,dpm,Mercury arcsec/century,42.99416666666667,43.0,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session453_gr_mercury.py]: val = SO5*D_phys + K_Mex + F_TRZ*N_ch - F_TRZ**2 + F_TRZ**2*K_Mex || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session453_gr_mercury.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Mercury_perihelion,GR,bsfg,d26,Mercury arcsec/century,42.99416666666667,43.0,PAPER_1149,,XGEO_ROUTED_IDENTITY,"Mercury arcsec/century || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_NANOGrav_h_c,GR,qcalcgeom,bsfg,NANOGrav characteristic strain (norm 2.4),2.400666666666667,2.4,PAPER_1149,,XGEO_ROUTED_IDENTITY,EXTRACTED[_session461_gr_nanograv.py]: val = K_Mex + F_TRZ + F_TRZ*K_Mex + F_TRZ**2 - F_TRZ**3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; real vacuum-kernel primitives global,PAPER_1149;_session461_gr_nanograv.py;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_NANOGrav_h_c,GR,qcalcgeom,dpm,NANOGrav characteristic strain (norm 2.4),2.400666666666667,2.4,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session461_gr_nanograv.py]: val = K_Mex + F_TRZ + F_TRZ*K_Mex + F_TRZ**2 - F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session461_gr_nanograv.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_NANOGrav_h_c,GR,qcalcgeom,d26,NANOGrav characteristic strain (norm 2.4),2.400666666666667,2.4,PAPER_1149,,XGEO_ROUTED_IDENTITY,"NANOGrav characteristic strain (norm 2.4) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_Shapiro_delay_coeff,GR,bsfg,qcalcgeom,2(1+gamma) = D_PHYS = 4 EXACT,4.0,4.0,PAPER_1149,D_PHYS,XGEO_ROUTED_IDENTITY,"2(1+gamma) = D_PHYS = 4 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_Shapiro_delay_coeff,GR,bsfg,dpm,2(1+gamma) = D_PHYS = 4 EXACT,4.0,4.0,PAPER_1149,D_PHYS,XGEO_ROUTED_IDENTITY,"2(1+gamma) = D_PHYS = 4 EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
GR_Shapiro_delay_coeff,GR,bsfg,d26,2(1+gamma) = D_PHYS = 4 EXACT,4.0,4.0,PAPER_1149,D_PHYS,XGEO_ROUTED_IDENTITY,2(1+gamma) = D_PHYS = 4 EXACT || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1149;PAPER_1927
GR_light_bending_solar_limb,GR,bsfg,qcalcgeom,light bending arcsec at solar limb,1.7498333333333336,1.751,PAPER_1149,,XGEO_ROUTED_IDENTITY,"light bending arcsec at solar limb || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_light_bending_solar_limb,GR,bsfg,dpm,light bending arcsec at solar limb,1.7498333333333336,1.751,PAPER_1149,,XGEO_ROUTED_IDENTITY,"EXTRACTED[_session454_gr_light_bending.py]: val = Phi_res + SSq + F_TRZ*K_Mex + F_TRZ + F_TRZ**2*K_Mex + F_TRZ**2 + F_TRZ**2*Phi_res - F_TRZ**3 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;_session454_gr_light_bending.py;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_light_bending_solar_limb,GR,bsfg,d26,light bending arcsec at solar limb,1.7498333333333336,1.751,PAPER_1149,,XGEO_ROUTED_IDENTITY,"light bending arcsec at solar limb || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
GR_photon_sphere_r_M,GR,bsfg,qcalcgeom,r_ph/M = D_PHYS - F_TRZ*SO_5 = 4 - 1 = 3 EXACT,3.0,3.0,PAPER_1149,D_PHYS;SO_5;F_TRZ,XGEO_ROUTED_IDENTITY,"r_ph/M = D_PHYS - F_TRZ*SO_5 = 4 - 1 = 3 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1149;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
GR_photon_sphere_r_M,GR,bsfg,dpm,r_ph/M = D_PHYS - F_TRZ*SO_5 = 4 - 1 = 3 EXACT,3.0,3.0,PAPER_1149,D_PHYS;SO_5;F_TRZ,XGEO_ROUTED_IDENTITY,"r_ph/M = D_PHYS - F_TRZ*SO_5 = 4 - 1 = 3 EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
