quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
cantor_paradox,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_cantor_paradox_closure,,,,derived
carbon_steel_density_7850,dispatch,closure,,,'',,,,,PAPER_1209Y,0,_l96_uqff_axiom_paper_1209y_s568_carbon_steel_density_7850_closure,carbon_steel_density_7850,,10,derived
casimir_coefficient_multi_class_confirmation,dispatch,closure,,,11.0,,,,,PAPER_2015,0,_l96_uqff_paper_2015_casimir_coefficient_multi_class_confirmation_closure,,,8,derived
casimir_energy_720_d_bsfg_factorial,dispatch,closure,,,720.0,,,,,PAPER_2015,0,_l96_uqff_paper_2015_casimir_energy_720_d_bsfg_factorial_closure,,,8,derived
casimir_extragalactic_ngc253_cross_domain,dispatch,closure,,,1.0,,,,,PAPER_1997,0,_l96_uqff_paper_1997_casimir_extragalactic_ngc253_cross_domain_closure,,,7,derived
casimir_force_240_a_5_d_phys,dispatch,closure,,,240.0,,,,,PAPER_2015,0,_l96_uqff_paper_2015_casimir_force_240_a_5_d_phys_closure,,,8,derived
casimir_ratio_720_240_d_phys_minus_1,dispatch,closure,,,3.0,,,,,PAPER_2015,0,_l96_uqff_paper_2015_casimir_ratio_720_240_d_phys_minus_1_closure,,,8,derived
cavitation_temperature_d_phys_plus_1_times_so_5_3_5000_new_composed_prefix_times_so_5_3_temperature_sonochemistry,dispatch,closure,,,5000,,,,,PAPER_2086,0,_l96_uqff_paper_2086_cavitation_temperature_d_phys_plus_1_times_so_5_3_5000_new_composed_prefix_times_so_5_3_temperature_sonochemistry_closure,,,1,derived
cc_fine_tuning_120_orders,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_cc_fine_tuning_120_orders_closure,,,,derived
cdf_w_mass_anomaly,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_cdf_w_mass_anomaly_closure,,,,derived
cena_agn_eta,dispatch,closure,,,0.1,,,,,PAPER_1983,0,_l96_uqff_paper_1983_cena_eta_closure,,,10,derived
cena_agn_mdot,dispatch,closure,,,0.01,,,,,PAPER_1983,0,_l96_uqff_paper_1983_cena_mdot_closure,,,10,derived
cena_e_jet_so_5_pow_a_5_minus_d_bsfg_minus_n_ch,dispatch,closure,,,1e+45,,,,,PAPER_2003,0,_l96_uqff_paper_2003_cena_e_jet_so_5_pow_a_5_minus_d_bsfg_minus_n_ch_closure,,,9,derived
cena_tau_act_yr,dispatch,closure,,,12.5,,,,,PAPER_1957,0,_l96_uqff_paper_1957_cena_tau_act_yr_closure,,,8,derived
cfl_phase,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_color_superconductivity_CFL_closure,,,,derived
ckm_unitarity,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_ckm_unitarity_closure,ckm_unitarity_sum_1,,,derived
ckm_unitarity_sum_1,dispatch,closure,,,'',,,,,PAPER_1307,0,_l96_uqff_axiom_paper_1307_ckm_unitarity_sum_1_closure,ckm_unitarity_sum_1,,2,derived
class_family_variable_object_dependent_primitive_composition_discipline_formalization,dispatch,closure,,,1,,,,,PAPER_2032,0,_l96_uqff_paper_2032_class_family_variable_object_dependent_primitive_composition_discipline_formalization_closure,,,6,derived
class_family_variable_scan_methodology_first_execution_formalization,dispatch,closure,,,20,,,,,PAPER_2033,0,_l96_uqff_paper_2033_class_family_variable_scan_methodology_first_execution_formalization_closure,,,18,derived
clfv,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_clfv_charged_lepton_flavor_violation_closure,,,,derived
clifford_bundle_qualia_8192,dispatch,closure,,,'',,,,,PAPER_1361,0,_l96_uqff_axiom_paper_1361_clifford_bundle_qualia_8192_closure,clifford_bundle_qualia_8192,,2,derived
cmb_cold_spot,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_cmb_cold_spot_closure,,,,derived
cmb_l1_acoustic_peak,dispatch,closure,,,220,,,,,PAPER_1965,0,_l96_uqff_paper_1965_cmb_l1_acoustic_peak_closure,,,10,derived
cnub_temp_1_954_k,dispatch,closure,,,'',,,,,PAPER_1421,0,_l96_uqff_axiom_paper_1421_cnub_temp_1_954_k_closure,cnub_temp_1_954_k,,2,derived
co2_atmospheric_420,dispatch,closure,,,'',,,,,PAPER_1209X,0,_l96_uqff_axiom_paper_1209x_s553_co2_atmospheric_420_closure,co2_atmospheric_420,,13,derived
codons_64_paired,dispatch,closure,,,'',,,,,PAPER_1359,0,_l96_uqff_axiom_paper_1359_codons_64_paired_closure,codons_64_paired,,3,derived
collatz,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_collatz_conjecture_closure,,,,derived
composed_prefix_9th_class_so_5_plus_1_over_d_phys_formalization_11_over_4_ratio,dispatch,closure,,,2.75,,,,,PAPER_2057,0,_l96_uqff_paper_2057_composed_prefix_9th_class_so_5_plus_1_over_d_phys_formalization_11_over_4_ratio_closure,,,8,derived
compound_prefix_architectural_category_formalization_primitive_times_f_trz_family_element,dispatch,closure,,,1,,,,,PAPER_2061,0,_l96_uqff_paper_2061_compound_prefix_architectural_category_formalization_primitive_times_f_trz_family_element_closure,,,14,derived
compound_prefix_class_population_50_plus_instances_dominant_retrospective_category_uqff_taxonomy,dispatch,closure,,,50,,,,,PAPER_2064,0,_l96_uqff_paper_2064_compound_prefix_class_population_50_plus_instances_dominant_retrospective_category_uqff_taxonomy_closure,,,10,derived
compound_prefix_cross_scale_universality_higgs_to_ton618_50_orders_of_magnitude_atomic_to_smbh,dispatch,closure,,,50,,,,,PAPER_2064,0,_l96_uqff_paper_2064_compound_prefix_cross_scale_universality_higgs_to_ton618_50_orders_of_magnitude_atomic_to_smbh_closure,,,10,derived
compound_prefix_sub_family_taxonomy_6_types_simple_complement_squared_shift_higher_multi_primitive,dispatch,closure,,,6,,,,,PAPER_2064,0,_l96_uqff_paper_2064_compound_prefix_sub_family_taxonomy_6_types_simple_complement_squared_shift_higher_multi_primitive_closure,,,10,derived
compton_lambda_2_426,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,PAPER_1209DD,0,_l96_uqff_axiom_paper_1209dd_s620_compton_lambda_2_426_closure,compton_lambda_2_426,,13,derived
concrete_density_2400,dispatch,closure,,,'',,,,,PAPER_1209Y,0,_l96_uqff_axiom_paper_1209y_s567_concrete_density_2400_closure,concrete_density_2400,,10,derived
concrete_fc_30_mpa,dispatch,closure,,,'',,,,,PAPER_1209Y,0,_l96_uqff_axiom_paper_1209y_s565_concrete_fc_30_mpa_closure,concrete_fc_30_mpa,,10,derived
consciousness_paradox,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_consciousness_paradox_closure,,,,derived
constant_pair_convergence_g_and_c_paper_2121,dispatch,closure,,,"(6.674e-11, 300000000.0)",,,,,PAPER_2121,1,_l96_uqff_paper_2121_g_newton_times_c_light_first_constant_pair_convergence_landmark_closure,,,6,derived
constant_quintuple_convergence_paper_2124,dispatch,closure,,,"(6.674e-11, 300000000.0, 1.2566370614359177e-06, 0.6029, 7.09e-36)",,,,,PAPER_2124,1,_l96_uqff_paper_2124_f_u_master_equation_constant_quintuple_convergence_tier_skip_150_round_milestone_landmark_closure,,,1,derived
constant_triple_convergence_beta_i_rho_vac_c_first_3_constant_instance_paper_2122,dispatch,closure,,,"(0.6029, 7.09e-36, 300000000.0)",,,,,PAPER_2122,1,_l96_uqff_paper_2122_constant_triple_convergence_beta_i_rho_vac_c_first_3_constant_instance_landmark_closure,,,4,derived
continental_crust_35,dispatch,closure,,,'',,,,,PAPER_1209CC,0,_l96_uqff_axiom_paper_1209cc_continental_crust_35_closure,,,10,derived
continuum_hypothesis,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_continuum_hypothesis_closure,,,,derived
coronal_heating,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_coronal_heating_problem_closure,,,,derived
cosmic_censorship,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_cosmic_censorship_closure,,,,derived
cosmic_egg_foundational_architectural_triad_landmark_paper_2114,dispatch,closure,,,"(26, 1.0, 3.151592653589793)",,,,,PAPER_2114,1,_l96_uqff_paper_2114_cosmic_egg_foundational_architectural_triad_landmark_closure,,,6,derived
cosmic_egg_pre_bb_transformation_chain,dispatch,closure,,,"(3.151592653589793, 0.01, 1.3471114790620887e-16)",,,,,PAPER_2115,1,_l96_uqff_paper_2115_cosmic_egg_pre_big_bang_transformation_dynamics_chain_landmark_closure,,,6,derived
cosmic_filament_dim_2,dispatch,closure,,,'',,,,,PAPER_1330,0,_l96_uqff_axiom_paper_1330_cosmic_filament_dim_2_closure,cosmic_filament_dim,,3,derived
cosmic_holography,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_holographic_dim_principle_closure,,,,derived
cosmic_ray_ankle,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_cosmic_ray_ankle_closure,,,,derived
cosmic_web_filaments,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_cosmic_web_filaments_closure,,,,derived
cosmological_omega_m,dispatch,closure,,,0.3,,,,,PAPER_1956,0,_l96_uqff_paper_1956_cosmological_omega_m_closure,,,11,derived
cosmological_principle,dispatch,closure,,,1e-05,,,,,,0,_l96_uqff_axiom_cosmological_principle_closure,,,,derived
coulomb_ke_lead_8_988,dispatch,closure,,,'',,,,,PAPER_1209DD,0,_l96_uqff_axiom_paper_1209dd_s617_coulomb_ke_lead_8_988_closure,coulomb_ke_lead,,13,derived
coulomb_log_17,dispatch,closure,,,'',,,,,PAPER_1196,0,_l96_uqff_axiom_paper_1196_s416_coulomb_log_17_closure,coulomb_log_17,,10,derived
coupling_strength_ngc346_f_trz_40_family_extension,dispatch,closure,,,1e-40,,,,,PAPER_2048,0,_l96_uqff_paper_2048_coupling_strength_ngc346_f_trz_40_family_extension_closure,,,6,derived
cp_t_violation,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_T_violation_meson_closure,,,,derived
crab_pulsar_spectrum,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_crab_pulsar_tev_cutoff_closure,,,,derived
crab_synchrotron_b_f_trz_8,dispatch,closure,,,1e-08,,,,,PAPER_1986,0,_l96_uqff_paper_1986_crab_synchrotron_b_closure,,,8,derived
cross_rung_f_trz_triple_lock,dispatch,closure,,,3.0,,,,,PAPER_1993,0,_l96_uqff_paper_1993_cross_rung_f_trz_triple_lock_closure,,,9,derived
cross_scale_resonance_frequency_thz,dispatch,closure,,,1.25,,,,,PAPER_1934,0,_l96_uqff_paper_1934_cross_scale_resonance_frequency_thz_closure,,,5,derived
cross_section_10_5_a2,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_cross_section_10_5A2_closure,,,,derived
curry_paradox,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_curry_paradox_closure,,,,derived
cusp_core,dispatch,closure,,,0.9974999999999999,,,,,,0,_l96_uqff_cusp_core_problem_closure,,,,derived
cycle_period_3_3_d_phys_minus_1_1_plus_f_trz_compound_prefix_landmark_new_3rd_object,dispatch,closure,,,3.3,,,,,PAPER_2079,0,_l96_uqff_paper_2079_cycle_period_3_3_d_phys_minus_1_1_plus_f_trz_compound_prefix_landmark_new_3rd_object_closure,,,8,derived
cycle_period_quantum_vacuum_d_phys_over_d_phys_plus_1_times_1_minus_f_trz_ratio_complement_hybrid,dispatch,closure,,,0.72,,,,,PAPER_2082,0,_l96_uqff_paper_2082_cycle_period_quantum_vacuum_d_phys_over_d_phys_plus_1_times_1_minus_f_trz_ratio_complement_hybrid_closure,,,5,derived
cycle_time_reactor_d_bsfg_times_1_plus_f_trz_6_6_new_compound_prefix_companion_paper_2079_r204_f2_full_cycle,dispatch,closure,,,6.6,,,,,PAPER_2079,0,_l96_uqff_paper_2089_cycle_time_reactor_d_bsfg_times_1_plus_f_trz_6_6_new_compound_prefix_companion_paper_2079_r204_f2_full_cycle_closure,,,8,derived
cyclic_cosmology,dispatch,closure,,,2.0,,,,,,1,_l96_uqff_axiom_cyclic_cosmology_closure,,,,derived
d_bsfg_derived_from_d_crit,dispatch,closure,,,'',,,,,PAPER_1167,0,_l96_uqff_axiom_paper_1167_D_BSFG_structural_derivation_closure,,,133,derived
d_bsfg_over_d_phys,dispatch,closure,,,1.5,,,,,PAPER_1962,0,_l96_uqff_paper_1962_d_bsfg_over_d_phys_closure,,,16,derived
d_bsfg_over_so_5_3_over_5_8th_prefix_class_formalization,dispatch,closure,,,0.6,,,,,PAPER_2048,0,_l96_uqff_paper_2048_d_bsfg_over_so_5_3_over_5_8th_prefix_class_formalization_closure,,,6,derived
d_bsfg_times_f_trz_pow_27_uqff_framework_vacuum_density_composed_landmark_paper_2106,dispatch,closure,,,6e-27,,,,,PAPER_2106,0,_l96_uqff_paper_2106_d_bsfg_times_f_trz_pow_27_uqff_framework_vacuum_density_composed_landmark_closure,,,4,derived
d_crit_26_universal_count,dispatch,closure,,,'',,,,,PAPER_1443,0,_l96_uqff_axiom_paper_1443_d_crit_26_universal_count_closure,d_crit_26_universal_count,,2,derived
d_crit_4_plus_22,dispatch,closure,,,'',,,,,PAPER_1164,0,_l96_uqff_axiom_paper_1164_d_crit_4_plus_22_closure,d_crit_4_plus_22_v2,,11,derived
d_crit_triad_feedback_decomp,dispatch,closure,,,'',,,,,PAPER_550,0,_l96_uqff_axiom_paper_550_D_crit_triad_feedback_decomposition_closure,,,9,derived
d_crit_visible_compact_decomposition,dispatch,closure,,,26,,,,,PAPER_1927,0,_l96_uqff_paper_1927_d_crit_visible_compact_decomposition_closure,,,30,derived
d_ls_over_d_s,dispatch,closure,,,0.6666667,,,,,PAPER_1914,0,_l96_uqff_paper_1914_d_ls_over_d_s_closure,,,12,derived
d_ngc_5866_d_phys_times_so_5_plus_1_astronomical_distance_44_mly_successor_family_2nd_domain,dispatch,closure,,,44,,,,,PAPER_2054,0,_l96_uqff_paper_2054_d_ngc_5866_d_phys_times_so_5_plus_1_astronomical_distance_44_mly_successor_family_2nd_domain_closure,,,14,derived
d_phys_factorial_24,dispatch,closure,,,24.0,,,,,PAPER_2015,0,_l96_uqff_paper_2015_d_phys_factorial_24_closure,,,8,derived
d_phys_minus_1_cross_domain_prefix_family_landmark,dispatch,closure,,,3.0,,,,,PAPER_2004,0,_l96_uqff_paper_2004_d_phys_minus_1_cross_domain_prefix_family_landmark_closure,,,44,derived
d_phys_minus_1_over_d_phys_3_over_4_7th_prefix_class_ratio_complement,dispatch,closure,,,0.75,,,,,PAPER_2040,0,_l96_uqff_paper_2040_d_phys_minus_1_over_d_phys_3_over_4_7th_prefix_class_ratio_complement_closure,,,8,derived
d_phys_minus_1_over_d_phys_class_unpopulated_gap_identification,dispatch,closure,,,0,,,,,PAPER_2047,0,_l96_uqff_paper_2047_d_phys_minus_1_over_d_phys_class_unpopulated_gap_identification_closure,,,12,derived
d_phys_over_2_equals_2_four_object_family_formalization,dispatch,closure,,,4,,,,,PAPER_2026,0,_l96_uqff_paper_2026_d_phys_over_2_equals_2_four_object_family_formalization_closure,,,8,derived
d_phys_plus_1_over_d_phys_5_over_4_6th_prefix_class_ratio_form,dispatch,closure,,,1.25,,,,,PAPER_2037,0,_l96_uqff_paper_2037_d_phys_plus_1_over_d_phys_5_over_4_6th_prefix_class_ratio_form_closure,,,12,derived
d_phys_so5_multi_scale_40,dispatch,closure,,,40,,,,,PAPER_1970,0,_l96_uqff_paper_1970_d_phys_so5_multi_scale_40_closure,,,13,derived
d_phys_so_5_neg_7_0p4e_neg_6_prefix_negative_regime_opening,dispatch,closure,,,4e-07,,,,,PAPER_2039,0,_l96_uqff_paper_2039_d_phys_so_5_neg_7_0p4e_neg_6_prefix_negative_regime_opening_closure,,,8,derived
d_phys_vs_d_compact_22,dispatch,closure,,,'',,,,,PAPER_1164,0,_l96_uqff_axiom_paper_1164_d_phys_vs_d_compact_22_closure,d_phys_vs_d_compact_22_v2,,11,derived
dark_age_21cm,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_dark_age_21cm_closure,,,,derived
dark_energy_eos_time_evolving,dispatch,closure,,,-0.9435,,,,,,2,_l96_uqff_axiom_dark_energy_eos_time_evolving_closure,,,,derived
dark_flow,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_dark_flow_bulk_velocity_closure,dark_flow_600_km_s,,,derived
dark_flow_600_km_s,dispatch,closure,,,'',,,,,PAPER_1259,0,_l96_uqff_axiom_paper_1259_dark_flow_600_km_s_closure,dark_flow_600_km_s,,5,derived
dark_matter_direct_detection,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_dm_direct_detection_closure,,,,derived
dark_matter_paradox,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_dark_matter_paradox_closure,,,,derived
decoherence_fundamental,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_decoherence_fundamental_limit_closure,,,,derived
delayed_choice,dispatch,closure,,,True,,,,,,2,_l96_uqff_axiom_delayed_choice_eraser_closure,,,,derived
delta_cp,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_lepton_cp_delta_closure,delta_cp_alt,,,derived
delta_cp_neg_pi2_alt,dispatch,closure,,,'',,,,,PAPER_1411,0,_l96_uqff_axiom_paper_1411_delta_cp_neg_pi2_alt_closure,delta_cp_neg_pi2_alt,,2,derived
delta_lambda_over_lambda_nebular_landmark_d_phys_minus_1_so_5_4,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,-3.33e-05,,,,,PAPER_2031,0,_l96_uqff_paper_2031_delta_lambda_over_lambda_nebular_landmark_d_phys_minus_1_so_5_4_closure,,,6,derived
delta_n_reddwarf_pseudo_monopole_2pi_over_d_bsfg_2nd_instance,dispatch,closure,,,1.0471975511965976,,,,,PAPER_2032,0,_l96_uqff_paper_2032_delta_n_reddwarf_pseudo_monopole_2pi_over_d_bsfg_2nd_instance_closure,,,6,derived
delta_rho_over_rho_crab_f_trz_n_1_rung,dispatch,closure,,,0.1,,,,,PAPER_2024,0,_l96_uqff_paper_2024_delta_rho_over_rho_crab_f_trz_n_1_rung_closure,,,12,derived
delta_rho_over_rho_m16_f_trz_n_1_rung_3rd_instance,dispatch,closure,,,0.1,,,,,PAPER_2025,0,_l96_uqff_paper_2025_delta_rho_over_rho_m16_f_trz_n_1_rung_3rd_instance_closure,,,21,derived
delta_rho_over_rho_sgr1745_f_trz_4th_instance,dispatch,closure,,,0.1,,,,,PAPER_2029,0,_l96_uqff_paper_2029_delta_rho_over_rho_sgr1745_f_trz_4th_instance_closure,,,9,derived
delta_rho_over_rho_so_5_neg_5_density_perturbation,dispatch,closure,,,1e-05,,,,,PAPER_2020,0,_l96_uqff_paper_2020_delta_rho_over_rho_so_5_neg_5_density_perturbation_closure,,,3,derived
delta_rho_ratio_multicompressed7_f_trz_5_3rd_instance,dispatch,closure,,,1e-05,,,,,PAPER_2032,0,_l96_uqff_paper_2032_delta_rho_ratio_multicompressed7_f_trz_5_3rd_instance_closure,,,6,derived
delta_rho_ratio_orion_f_trz_pow_5_2nd_instance,dispatch,closure,,,1e-05,,,,,PAPER_2029,0,_l96_uqff_paper_2029_delta_rho_ratio_orion_f_trz_pow_5_2nd_instance_closure,,,9,derived
delta_rho_saturn_so_5_neg_25_dm_perturbation,dispatch,closure,,,1e-25,,,,,PAPER_2021,0,_l96_uqff_paper_2021_delta_rho_saturn_so_5_neg_25_dm_perturbation_closure,,,10,derived
delta_rho_sgr1745_so_5_16_density_positive,dispatch,closure,,,1e+16,,,,,PAPER_2029,0,_l96_uqff_paper_2029_delta_rho_sgr1745_so_5_16_density_positive_closure,,,9,derived
delta_x_antennae_so_5_pos_20_length_slot,dispatch,closure,,,1e+20,,,,,PAPER_2035,0,_l96_uqff_paper_2035_delta_x_antennae_so_5_pos_20_length_slot_closure,,,12,derived
delta_x_horsehead_so_5_pos_16_length_slot,dispatch,closure,,,1e+16,,,,,PAPER_2035,0,_l96_uqff_paper_2035_delta_x_horsehead_so_5_pos_16_length_slot_closure,,,12,derived
delta_x_ngc1275_hudf_so_5_neg_11_length_slot_class_family,dispatch,closure,,,1e-11,,,,,PAPER_2033,0,_l96_uqff_paper_2033_delta_x_ngc1275_hudf_so_5_neg_11_length_slot_class_family_closure,,,18,derived
delta_x_ngc2525_ngc3603_bubblenebula_so_5_pos_15_length_slot_4th_object,dispatch,closure,,,1000000000000000.0,,,,,PAPER_2035,0,_l96_uqff_paper_2035_delta_x_ngc2525_ngc3603_bubblenebula_so_5_pos_15_length_slot_4th_object_closure,,,12,derived
delta_x_sgr1745_so_5_neg_10_atomic_length,dispatch,closure,,,1e-10,,,,,PAPER_2023,0,_l96_uqff_paper_2023_delta_x_sgr1745_so_5_neg_10_atomic_length_closure,,,13,derived
density_increase_d2o_f_trz_plus_f_trz_2_0_11_new_additive_multi_power_series_form_complement_paper_2081_subtractive,dispatch,closure,,,0.11,,,,,PAPER_2081,0,_l96_uqff_paper_2084_density_increase_d2o_f_trz_plus_f_trz_2_0_11_new_additive_multi_power_series_form_complement_paper_2081_subtractive_closure,,,6,derived
diamond_mohs_10,dispatch,closure,,,'',,,,,PAPER_1209Y,0,_l96_uqff_axiom_paper_1209y_s571_diamond_mohs_10_closure,diamond_mohs_10,,10,derived
diffeomorphism_invariance,dispatch,closure,,,True,,,,,,0,_l96_uqff_axiom_diffeomorphism_invariance_closure,,,,derived
direct_locking_8_count,dispatch,closure,,,'',,,,,PAPER_1199,0,_l96_uqff_axiom_paper_1199_direct_locking_8_count_closure,direct_locking_8_count,,11,derived
distance_spooky,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_distance_spooky_closure,distance_spooky_m,,,derived
diversity_rotation_curves,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_rotation_curve_diversity_closure,,,,derived
dm2_21_solar_7_42e_5_ev2,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a6_dm2_21_solar_7_42e_5_ev2_closure,dm2_21_solar_7_42e_5_ev2,,,derived
dm2_31_atmospheric_2_515e_3_ev2,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a6_dm2_31_atmospheric_2_515e_3_ev2_closure,dm2_31_atmospheric_2_515e_3_ev2,,,derived
dm31_dm21_ratio_33,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a6_dm31_dm21_ratio_33_closure,dm31_dm21_ratio_33,,,derived
dm_direct_floor_lambda4,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,PAPER_1454,0,_l96_uqff_axiom_paper_1454_dm_direct_floor_lambda4_closure,dm_direct_floor,,3,derived
dm_particle,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_dark_matter_particle_candidate_closure,,,,derived
dm_suppression_factor_3,dispatch,closure,,,'',,,,,PAPER_1441,0,_l96_uqff_axiom_paper_1441_dm_suppression_factor_3_closure,dm_suppression,,4,derived
dna_bp_per_turn_10_5,dispatch,closure,,,'',,,,,PAPER_1209BB,0,_l96_uqff_axiom_paper_1209bb_s601_dna_bp_per_turn_10_5_closure,dna_bp_per_turn,,10,derived
doomsday,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_doomsday_argument_closure,,,,derived
double_slit,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_wave_particle_duality_closure,,,,derived
double_so_5_4_magnetar_same_object,dispatch,closure,,,10000.0,,,,,PAPER_2013,0,_l96_uqff_paper_2013_double_so_5_4_magnetar_same_object_closure,,,24,derived
dpm_26_layer_amp_a26,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_DPM_26_layer_amplification_A26_closure,,,,derived
dpm_atomic_creation,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_proto_nucleus_atomic_creation_closure,,,,derived
dpm_decade_ratio_cross_scale,dispatch,closure,,,10,,,,,PAPER_1941,0,_l96_uqff_paper_1941_dpm_decade_ratio_cross_scale_closure,,,15,derived
dpm_layer_weight_i6_decomp,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_DPM_layer_weight_i_pow_6_decomposition_closure,,,,derived
dpm_pair_k_minus_2_1_over_12,dispatch,closure,,,'',,,,,PAPER_1287,0,_l96_uqff_axiom_paper_1287_dpm_pair_k_minus_2_1_over_12_closure,dpm_pair_k_minus_2,,2,derived
